gene_id	gameto_4	gameto_5	sporo_2	sporo_3	sporo_4
gene:AT1G78600	429	405	1635	1757	1796
gene:AT1G78610	457	1122	1008	875	787
gene:AT1G78620	468	37	2080	1807	2079
gene:AT1G78630	719	302	13431	19701	20693
gene:AT1G78635	0	0	0	0	0
gene:AT1G78640	0	0	0	0	0
gene:AT1G78650	1359	354	242	369	386
gene:AT1G78660	447	269	1036	1091	1138
gene:AT1G78670	1421	192	805	393	274
gene:AT1G78680	469	846	2677	1906	1798
gene:AT1G78690	1088	57	301	312	380
gene:AT1G78700	1414	2386	852	743	666
gene:AT1G78710	5363	4828	234	241	214
gene:AT1G78720	364	502	6	5	7
gene:AT1G78730	254	36	159	178	205
gene:AT1G78740	143	1	1	3	0
gene:AT1G78750	988	232	39	25	37
gene:AT1G78760	1046	1496	7	3	5
gene:AT1G78770	1860	613	152	239	230
gene:AT1G78780	610	32	22	24	17
gene:AT1G78790	429	69	171	220	230
gene:AT1G78800	614	52	634	617	642
gene:AT1G78810	110	388	255	243	275
gene:AT1G78815	0	0	2	0	2
gene:AT1G78820	6	341	2307	2130	1882
gene:AT1G78830	19	18	18957	8170	7094
gene:AT1G78840	0	0	4	2	0
gene:AT1G78850	0	0	17355	6711	5086
gene:AT1G78860	0	0	536	229	155
gene:AT1G78870	629	1636	2653	2354	2351
gene:AT1G78880	642	486	1191	1102	1148
gene:AT1G78890	79	47	1132	1005	1178
gene:AT1G78895	164	60	326	266	299
gene:AT1G78900	10585	5451	16328	13693	14414
gene:AT1G78910	109	76	208	212	212
gene:AT1G78915	199	152	1252	1594	1504
gene:AT1G78920	2548	2297	3035	2942	3266
gene:AT1G78922	277	32	211	256	271
gene:AT1G78930	524	52	162	205	256
gene:AT1G78940	686	664	47	120	94
gene:AT1G78950	239	415	36	40	51
gene:AT1G78955	495	179	36	45	60
gene:AT1G78960	27	126	262	224	237
gene:AT1G78970	4	2	485	432	333
gene:AT1G78980	0	0	51	37	35
gene:AT1G78990	7	0	47	10	8
gene:AT1G78995	141	63	527	547	587
gene:AT1G79000	983	694	3311	3090	3267
gene:AT1G79010	1306	445	2293	2596	2802
gene:AT1G79020	378	78	457	535	519
gene:AT1G79030	1	0	461	467	492
gene:AT1G79040	1218	594	64122	63129	58887
gene:AT1G79050	369	778	743	948	989
gene:AT1G79060	2	16	32	68	72
gene:AT1G79070	22	87	120	159	174
gene:AT1G79080	501	223	359	508	612
gene:AT1G79090	1502	1776	1817	1652	1820
gene:AT1G79100	6	1	2	1	5
gene:AT1G79103	12	1	3	4	14
gene:AT1G79110	23	0	316	543	562
gene:AT1G79120	645	43	38	37	58
gene:AT1G79130	605	12	0	0	1
gene:AT1G79150	2049	984	669	865	1000
gene:AT1G79160	11	4	247	284	275
gene:AT1G79170	1	1	2	12	5
gene:AT1G79180	178	354	4	8	9
gene:AT1G79190	50	402	645	623	672
gene:AT1G79200	27	0	246	307	353
gene:AT1G79210	103	138	1292	1538	1792
gene:AT1G79220	414	71	80	98	129
gene:AT1G79230	1919	1483	2063	2272	2506
gene:AT1G79250	195	73	3	6	2
gene:AT1G79260	157	103	209	287	265
gene:AT1G79270	504	224	1161	1216	1255
gene:AT1G79280	13386	7524	4146	4047	4250
gene:AT1G79310	0	0	8	6	7
gene:AT1G79320	0	0	0	2	7
gene:AT1G79330	340	542	19	34	38
gene:AT1G79340	6114	2431	4048	3016	3136
gene:AT1G79350	2005	2301	1737	1912	1905
gene:AT1G79360	468	965	2	16	18
gene:AT1G79370	0	3	0	1	0
gene:AT1G79380	2479	173	4265	3574	3985
gene:AT1G79390	57	266	464	472	511
gene:AT1G79400	3	0	9	5	5
gene:AT1G79410	611	23	74	53	39
gene:AT1G79420	0	0	37	66	69
gene:AT1G79430	1	0	341	395	423
gene:AT1G79440	2678	1114	4393	1913	2222
gene:AT1G79450	200	29	86	80	78
gene:AT1G79460	1542	862	652	455	471
gene:AT1G79470	216	1963	155	185	208
gene:AT1G79480	0	0	19	51	40
gene:AT1G79485	0	0	9	26	20
gene:AT1G79490	23	127	210	261	297
gene:AT1G79500	428	80	754	776	957
gene:AT1G79510	163	347	963	1002	1019
gene:AT1G79520	1184	101	137	140	155
gene:AT1G79530	184	37	240	469	545
gene:AT1G79540	573	0	259	378	416
gene:AT1G79550	2052	2697	5139	5835	5889
gene:AT1G79560	2438	1904	2255	3716	4183
gene:AT1G79570	1002	331	1833	1719	1662
gene:AT1G79580	3	0	0	1	1
gene:AT1G79590	212	124	950	704	725
gene:AT1G79600	2454	762	3935	4109	4171
gene:AT1G79610	2932	3042	477	527	555
gene:AT1G79620	692	568	274	428	321
gene:AT1G79630	13	211	246	353	390
gene:AT1G79640	4911	1784	498	557	577
gene:AT1G79650	1095	815	812	937	977
gene:AT1G79660	0	9	972	524	611
gene:AT1G79670	540	76	1149	927	869
gene:AT1G79680	0	298	886	383	97
gene:AT1G79690	2881	1075	2141	2016	2057
gene:AT1G79700	2	2	837	1316	1440
gene:AT1G79710	538	1138	207	170	206
gene:AT1G79720	72	30	739	832	858
gene:AT1G79730	2554	1374	949	1161	1215
gene:AT1G79740	938	1077	790	1040	1078
gene:AT1G79750	3723	2913	4981	5608	5988
gene:AT1G79760	13	0	15	23	27
gene:AT1G79770	0	0	27	44	41
gene:AT1G79780	111	152	28	14	19
gene:AT1G79790	754	544	1461	1577	1632
gene:AT1G79800	4	28	2	4	1
gene:AT1G79810	970	280	527	564	640
gene:AT1G79820	1440	983	342	478	517
gene:AT1G79830	2767	1557	3770	3730	3755
gene:AT1G79840	6	3	922	1772	1967
gene:AT1G79850	82	78	3810	6495	6794
gene:AT1G79860	1	2	0	1	1
gene:AT1G79870	232	168	967	957	1007
gene:AT1G79880	130	153	415	601	654
gene:AT1G79890	1243	783	46	68	63
gene:AT1G79900	279	70	11	21	18
gene:AT1G79910	464	244	110	230	244
gene:AT1G79915	66	84	11	16	21
gene:AT1G79920	3634	3188	4348	3805	3886
gene:AT1G79930	3904	2551	4201	4132	4291
gene:AT1G79940	3676	2559	2177	1962	2058
gene:AT1G79950	3260	3161	905	1048	1116
gene:AT1G79960	9	457	71	51	53
gene:AT1G79970	6	292	1117	1346	1457
gene:AT1G79985	84	1	600	625	660
gene:AT1G79990	4850	2087	3760	3716	3886
gene:AT1G80000	1623	1292	1320	1286	1436
gene:AT1G80010	273	462	463	500	603
gene:AT1G80030	1283	877	1504	2216	2303
gene:AT1G80040	1528	1172	1778	1942	2036
gene:AT1G80050	0	0	319	498	540
gene:AT1G80060	991	9	69	112	96
gene:AT1G80070	9906	7321	8697	9003	9591
gene:AT1G80080	0	0	124	629	758
gene:AT1G80090	0	0	1	2	0
gene:AT1G80100	0	0	0	1	3
gene:AT1G80110	47	13	95	83	108
gene:AT1G80120	1596	933	87	69	57
gene:AT1G80130	0	0	515	181	202
gene:AT1G80133	0	0	0	2	1
gene:AT1G80140	1	1	0	0	0
gene:AT1G80150	911	258	116	183	252
gene:AT1G80160	193	2	9	25	7
gene:AT1G80165	11	1	1	2	3
gene:AT1G80170	207	1	324	355	444
gene:AT1G80180	0	0	652	677	546
gene:AT1G80190	1288	296	296	336	375
gene:AT1G80200	42	118	18	22	42
gene:AT1G80210	217	234	601	604	644
gene:AT1G80220	0	1	0	0	0
gene:AT1G80230	692	376	722	730	862
gene:AT1G80240	0	0	1	11	3
gene:AT1G80245	1	132	139	184	239
gene:AT1G80260	1267	1445	1248	1622	1744
gene:AT1G80270	853	165	459	663	721
gene:AT1G80280	953	254	390	737	722
gene:AT1G80290	1335	52	255	246	306
gene:AT1G80300	483	975	1735	2657	2453
gene:AT1G80310	13	343	723	794	823
gene:AT1G80315	10	261	356	368	345
gene:AT1G80320	46	137	110	76	72
gene:AT1G80330	0	0	0	4	2
gene:AT1G80340	0	0	1	2	2
gene:AT1G80350	306	300	559	697	740
gene:AT1G80360	2076	1078	1109	1124	1184
gene:AT1G80370	179	45	52	108	154
gene:AT1G80380	474	719	7467	8763	8801
gene:AT1G80390	0	0	1	3	0
gene:AT1G80400	89	7	654	676	756
gene:AT1G80410	3810	4034	4284	5116	5576
gene:AT1G80420	158	1181	1242	1297	1482
gene:AT1G80440	0	0	3716	1053	1057
gene:AT1G80450	24	17	160	152	163
gene:AT1G80460	2194	1645	2382	2192	2194
gene:AT1G80470	7	0	1	0	0
gene:AT1G80480	721	435	3532	2635	3159
gene:AT1G80490	1709	1782	1606	1923	2073
gene:AT1G80500	377	104	1021	1152	1324
gene:AT1G80510	89	22	769	642	729
gene:AT1G80520	0	0	15	48	54
gene:AT1G80525	0	0	0	0	0
gene:AT1G80530	987	861	719	847	826
gene:AT1G80540	1220	949	4	7	8
gene:AT1G80550	1320	760	293	353	391
gene:AT1G80555	37	35	9	11	14
gene:AT1G80560	1524	739	1437	1922	2019
gene:AT1G80570	20	0	51	43	52
gene:AT1G80580	0	0	0	2	0
gene:AT1G80590	0	0	1	7	1
gene:AT1G80600	1012	173	2849	3315	3607
gene:AT1G80610	439	355	687	337	276
gene:AT1G80620	894	474	705	830	975
gene:AT1G80625	5	343	34	24	42
gene:AT1G80630	1026	884	424	378	451
gene:AT1G80640	147	166	809	1137	1264
gene:AT1G80650	43	49	499	668	747
gene:AT1G80660	10	21	12	4	8
gene:AT1G80670	643	535	724	746	814
gene:AT1G80680	441	1140	1540	1541	1685
gene:AT1G80690	0	5	120	284	278
gene:AT1G80700	428	776	251	301	373
gene:AT1G80710	116	795	127	141	187
gene:AT1G80720	794	211	136	185	189
gene:AT1G80730	0	0	7	15	14
gene:AT1G80740	4193	3184	2	7	14
gene:AT1G80745	21	0	12	10	11
gene:AT1G80750	916	1509	1133	1686	1926
gene:AT1G80760	1	0	163	200	196
gene:AT1G80770	746	763	1716	2351	2696
gene:AT1G80780	293	94	1192	1600	1758
gene:AT1G80790	2055	2001	1256	1274	1295
gene:AT1G80810	669	488	559	527	613
gene:AT1G80820	0	8	166	247	39
gene:AT1G80830	538	412	589	457	524
gene:AT1G80840	0	8	12937	3550	2501
gene:AT1G80850	24	44	593	507	538
gene:AT1G80860	439	82	401	428	495
gene:AT1G80865	3	2	3	1	0
gene:AT1G80870	626	669	247	395	443
gene:AT1G80880	648	241	74	106	131
gene:AT1G80890	8	107	288	318	332
gene:AT1G80900	35	20	197	212	240
gene:AT1G80910	784	1375	891	815	847
gene:AT1G80920	481	230	16754	9324	9751
gene:AT1G80930	5567	4640	3093	3394	3673
gene:AT1G80940	143	35	1105	974	1032
gene:AT1G80950	118	228	819	860	911
gene:AT1G80960	286	514	326	155	156
gene:AT1G80970	25	402	58	64	63
gene:AT1G80980	2176	1775	275	295	289
gene:AT1G80990	68	58	1	0	0
gene:AT2G01008	68	37	13	15	18
gene:AT2G01021	9	10	31	54	45
gene:AT2G01023	0	0	0	3	0
gene:AT2G01035	127	1	3	4	12
gene:AT2G01045	120	0	3	2	4
gene:AT2G01050	0	0	0	1	0
gene:AT2G01060	475	141	991	1156	1225
gene:AT2G01070	545	601	833	821	810
gene:AT2G01080	242	22	108	155	110
gene:AT2G01090	71	7	461	525	535
gene:AT2G01100	1336	1135	1225	1295	1374
gene:AT2G01110	292	93	2962	3369	3500
gene:AT2G01120	1446	832	153	246	292
gene:AT2G01130	5008	2017	1061	1198	1299
gene:AT2G01140	1750	1293	1566	1657	1674
gene:AT2G01150	0	0	91	135	143
gene:AT2G01170	921	458	805	653	737
gene:AT2G01175	84	26	8	11	12
gene:AT2G01180	1002	1074	2831	1033	1162
gene:AT2G01190	1220	219	881	638	658
gene:AT2G01200	75	60	24	36	45
gene:AT2G01210	150	52	44	66	81
gene:AT2G01220	2048	504	994	1248	1316
gene:AT2G01240	0	0	0	0	0
gene:AT2G01250	2484	4810	6940	10790	12065
gene:AT2G01260	251	427	705	724	671
gene:AT2G01270	1755	1934	1244	1287	1322
gene:AT2G01275	0	1	29	39	29
gene:AT2G01280	1406	303	258	416	471
gene:AT2G01290	68	423	486	729	765
gene:AT2G01300	0	0	165	29	36
gene:AT2G01310	5	7	2	0	0
gene:AT2G01320	2357	1351	1515	1867	1934
gene:AT2G01330	107	324	236	327	321
gene:AT2G01340	62	98	389	415	365
gene:AT2G01350	2534	1402	2080	2163	2306
gene:AT2G01360	0	0	0	0	2
gene:AT2G01370	6	0	0	0	1
gene:AT2G01379	1	427	1	8	1
gene:AT2G01390	10	86	143	143	141
gene:AT2G01400	1569	123	263	362	375
gene:AT2G01410	1656	757	302	371	372
gene:AT2G01420	2	0	3107	2632	2694
gene:AT2G01430	1665	1787	11	15	11
gene:AT2G01440	808	52	1398	1392	1358
gene:AT2G01450	1399	942	6342	6498	6795
gene:AT2G01460	3899	2671	717	776	877
gene:AT2G01470	504	1303	1230	1209	1245
gene:AT2G01480	677	490	539	561	630
gene:AT2G01490	596	786	1863	1747	1927
gene:AT2G01500	0	0	0	1	1
gene:AT2G01505	0	0	70	128	125
gene:AT2G01510	3	199	84	89	100
gene:AT2G01520	2	0	0	1	0
gene:AT2G01530	8	0	0	0	0
gene:AT2G01540	5	4	446	418	383
gene:AT2G01554	96	0	0	0	0
gene:AT2G01560	0	93	0	1	0
gene:AT2G01570	28	37	2023	2063	2103
gene:AT2G01580	0	0	0	0	0
gene:AT2G01590	9	0	1330	2134	2246
gene:AT2G01600	3219	1040	1929	1762	1697
gene:AT2G01610	0	0	17	19	29
gene:AT2G01620	504	120	613	677	710
gene:AT2G01630	155	10	550	662	639
gene:AT2G01640	193	51	191	226	259
gene:AT2G01650	1351	632	746	754	766
gene:AT2G01660	74	3	88	121	81
gene:AT2G01667	33	0	0	0	0
gene:AT2G01670	1	0	3221	1498	1810
gene:AT2G01680	79	40	993	958	1025
gene:AT2G01690	1306	1586	2000	1842	1895
gene:AT2G01710	127	136	468	499	564
gene:AT2G01720	2263	1487	2565	2386	2732
gene:AT2G01730	129	191	42	55	64
gene:AT2G01735	798	534	330	318	337
gene:AT2G01740	649	443	60	94	97
gene:AT2G01750	1158	971	469	641	673
gene:AT2G01755	0	0	232	324	327
gene:AT2G01760	2	22	394	394	398
gene:AT2G01770	1	215	4	3	5
gene:AT2G01780	3	0	0	1	0
gene:AT2G01790	3	6	0	1	0
gene:AT2G01800	0	0	0	0	0
gene:AT2G01810	42	120	3	4	0
gene:AT2G01818	73	32	36	52	47
gene:AT2G01820	2481	1882	2728	3144	3152
gene:AT2G01830	160	21	523	757	844
gene:AT2G01850	0	0	2789	1799	1849
gene:AT2G01860	460	779	534	556	583
gene:AT2G01870	11	207	534	462	537
gene:AT2G01880	292	432	1	0	1
gene:AT2G01890	0	0	55	117	87
gene:AT2G01900	0	1	0	0	0
gene:AT2G01905	3	112	22	41	32
gene:AT2G01910	129	53	2213	2284	2390
gene:AT2G01913	0	0	32	92	93
gene:AT2G01918	0	0	152	313	332
gene:AT2G01920	0	0	0	2	1
gene:AT2G01930	325	31	821	950	1070
gene:AT2G01940	1	0	150	133	159
gene:AT2G01950	0	0	269	650	609
gene:AT2G01960	0	1	4	2	8
gene:AT2G01970	2808	911	2075	2114	2323
gene:AT2G01980	1468	843	842	631	643
gene:AT2G01990	0	0	188	284	250
gene:AT2G02000	0	1	1	3	2
gene:AT2G02010	0	6	131	77	66
gene:AT2G02020	228	6	405	549	461
gene:AT2G02023	0	0	0	0	1
gene:AT2G02026	0	0	1	0	0
gene:AT2G02030	0	0	0	1	1
gene:AT2G02040	2	62	1598	1277	1278
gene:AT2G02050	134	237	1488	1871	1977
gene:AT2G02060	1	0	97	125	168
gene:AT2G02061	0	0	28	5	9
gene:AT2G02070	7	2	2069	2038	2163
gene:AT2G02080	0	0	1127	1222	1389
gene:AT2G02090	928	1096	1116	1151	1300
gene:AT2G02100	83	0	3362	3935	5449
gene:AT2G02103	0	0	1	0	0
gene:AT2G02120	5	0	1	3	4
gene:AT2G02130	0	0	1205	1959	1851
gene:AT2G02140	0	0	0	0	0
gene:AT2G02147	0	0	3	3	1
gene:AT2G02148	68	126	232	255	254
gene:AT2G02150	1070	631	104	169	175
gene:AT2G02160	3327	1654	3339	3451	3685
gene:AT2G02170	240	1021	571	691	721
gene:AT2G02180	25	18	1327	1131	1229
gene:AT2G02220	299	1012	1869	1275	1251
gene:AT2G02230	1193	289	487	479	567
gene:AT2G02240	4	4	30	25	42
gene:AT2G02250	1	325	1	0	0
gene:AT2G02280	0	0	0	0	0
gene:AT2G02290	5	0	1	0	0
gene:AT2G02300	0	0	0	0	1
gene:AT2G02310	854	2	36	10	2
gene:AT2G02320	0	14	11	15	1
gene:AT2G02340	0	0	35	20	12
gene:AT2G02350	814	314	83	72	56
gene:AT2G02360	203	52	749	588	606
gene:AT2G02370	240	0	598	325	280
gene:AT2G02380	205	65	11	14	16
gene:AT2G02390	305	978	1253	1050	1029
gene:AT2G02400	434	0	358	360	405
gene:AT2G02410	164	316	596	739	881
gene:AT2G02440	0	0	0	2	0
gene:AT2G02450	0	0	1243	1085	1429
gene:AT2G02455	0	0	409	338	449
gene:AT2G02470	487	298	528	722	829
gene:AT2G02480	1501	752	418	583	617
gene:AT2G02490	11811	7345	0	0	1
gene:AT2G02493	11734	7307	0	0	1
gene:AT2G02497	25	8	0	3	13
gene:AT2G02498	0	1	0	0	5
gene:AT2G02500	1052	365	882	1289	1352
gene:AT2G02510	5	56	875	1046	1154
gene:AT2G02515	2483	1280	0	0	0
gene:AT2G02520	5133	3157	0	2	0
gene:AT2G02525	5203	3230	0	1	0
gene:AT2G02540	0	1	34	129	155
gene:AT2G02550	0	0	0	0	0
gene:AT2G02560	1619	3335	2111	2048	2351
gene:AT2G02570	2348	2333	2207	2475	2632
gene:AT2G02580	1	0	5	0	4
gene:AT2G02590	369	2	300	346	372
gene:AT2G02610	0	0	0	1	0
gene:AT2G02620	1	0	0	0	0
gene:AT2G02630	0	1	0	0	0
gene:AT2G02635	0	1	0	0	1
gene:AT2G02640	0	0	0	0	0
gene:AT2G02650	0	0	0	0	0
gene:AT2G02660	360	186	0	0	0
gene:AT2G02680	2	1	1	1	1
gene:AT2G02690	0	0	0	1	0
gene:AT2G02695	44	58	0	31	2
gene:AT2G02700	0	0	3	2	0
gene:AT2G02710	1270	1339	2469	2348	2606
gene:AT2G02720	14	12	13	23	21
gene:AT2G02730	676	199	297	380	368
gene:AT2G02740	1428	221	541	840	1000
gene:AT2G02750	1104	268	91	115	150
gene:AT2G02760	865	990	3439	2690	2756
gene:AT2G02765	183	20	250	389	419
gene:AT2G02770	4	0	0	0	0
gene:AT2G02780	5	4	549	544	554
gene:AT2G02790	35	29	558	681	667
gene:AT2G02795	0	0	1	0	0
gene:AT2G02800	52	70	2177	2068	2029
gene:AT2G02810	918	1393	586	646	757
gene:AT2G02820	970	487	376	409	433
gene:AT2G02835	0	0	0	1	1
gene:AT2G02840	0	0	1	0	0
gene:AT2G02850	0	0	36	50	51
gene:AT2G02860	495	269	1352	1065	984
gene:AT2G02870	1509	602	896	999	926
gene:AT2G02880	583	286	235	243	278
gene:AT2G02890	43	47	1	1	0
gene:AT2G02910	0	0	262	363	363
gene:AT2G02930	148	79	272	132	128
gene:AT2G02950	0	3	811	783	936
gene:AT2G02955	149	33	122	159	194
gene:AT2G02960	1331	1291	940	1040	1043
gene:AT2G02970	210	1128	972	882	951
gene:AT2G02980	13	131	135	196	205
gene:AT2G02990	1462	371	12	41	43
gene:AT2G03000	0	0	0	1	0
gene:AT2G03010	235	91	50	50	65
gene:AT2G03020	86	83	2	2	6
gene:AT2G03030	0	0	0	0	0
gene:AT2G03040	97	119	7	7	4
gene:AT2G03050	228	135	175	206	293
gene:AT2G03060	250	536	229	255	270
gene:AT2G03070	1844	1588	468	662	777
gene:AT2G03090	0	0	131	315	378
gene:AT2G03110	15	0	13	14	16
gene:AT2G03120	1358	1446	1915	2005	2342
gene:AT2G03130	0	0	1	1	0
gene:AT2G03140	2742	946	1530	1684	1819
gene:AT2G03150	3309	2020	2025	2104	2220
gene:AT2G03160	0	0	0	0	0
gene:AT2G03170	0	1	0	0	0
gene:AT2G03180	0	0	0	0	1
gene:AT2G03190	0	0	1	0	0
gene:AT2G03200	0	0	16	18	25
gene:AT2G03210	1	0	11	3	3
gene:AT2G03220	211	2	460	497	568
gene:AT2G03230	5	451	9	0	0
gene:AT2G03240	494	762	1917	1063	957
gene:AT2G03250	2	1	1	0	1
gene:AT2G03260	0	28	27	20	30
gene:AT2G03270	1337	667	364	407	497
gene:AT2G03280	193	161	165	258	332
gene:AT2G03290	459	347	4	3	1
gene:AT2G03300	0	0	0	0	0
gene:AT2G03310	7	40	495	358	417
gene:AT2G03320	0	0	0	0	0
gene:AT2G03330	777	233	300	317	336
gene:AT2G03340	0	1	1281	1256	1608
gene:AT2G03350	0	0	1034	1037	1144
gene:AT2G03360	0	0	1	2	3
gene:AT2G03370	7	40	1	1	1
gene:AT2G03380	506	639	73	87	93
gene:AT2G03390	3044	1862	2264	2595	2987
gene:AT2G03410	116	65	1330	1748	2084
gene:AT2G03420	116	65	1330	1747	2084
gene:AT2G03430	21	142	220	324	331
gene:AT2G03440	0	0	2303	2474	2693
gene:AT2G03450	34	24	101	97	104
gene:AT2G03460	0	101	8	2	2
gene:AT2G03470	2140	234	1466	1146	1280
gene:AT2G03480	258	183	549	548	622
gene:AT2G03500	0	0	93	104	88
gene:AT2G03505	6	3	38	116	52
gene:AT2G03510	101	47	1543	1330	1543
gene:AT2G03520	0	1	2	7	2
gene:AT2G03530	0	103	1087	1229	1170
gene:AT2G03550	0	0	1200	844	811
gene:AT2G03560	0	0	0	0	0
gene:AT2G03565	0	1	0	0	0
gene:AT2G03567	1	0	1	2	0
gene:AT2G03570	1	0	0	1	0
gene:AT2G03580	0	2	1	3	4
gene:AT2G03590	0	0	111	165	118
gene:AT2G03600	0	1	4	0	6
gene:AT2G03610	0	1	0	1	0
gene:AT2G03620	244	50	429	499	502
gene:AT2G03630	53	14	8	6	7
gene:AT2G03640	1279	1044	1835	2012	2235
gene:AT2G03667	413	273	337	384	398
gene:AT2G03670	262	260	157	179	226
gene:AT2G03680	361	61	2718	2759	2754
gene:AT2G03690	43	43	874	924	977
gene:AT2G03710	0	0	250	325	332
gene:AT2G03720	0	1	0	0	1
gene:AT2G03730	419	495	1930	1439	1361
gene:AT2G03740	0	0	0	0	1
gene:AT2G03750	179	182	1303	1295	1328
gene:AT2G03760	0	16	1387	1231	1190
gene:AT2G03770	145	0	2	2	7
gene:AT2G03780	1114	732	503	694	721
gene:AT2G03800	809	43	340	314	347
gene:AT2G03810	179	86	266	367	373
gene:AT2G03820	1554	759	2873	2955	3206
gene:AT2G03821	59	211	1	0	0
gene:AT2G03822	0	148	0	0	0
gene:AT2G03823	22	92	1	0	0
gene:AT2G03830	0	0	3	3	4
gene:AT2G03840	0	0	0	0	0
gene:AT2G03850	0	0	0	2	3
gene:AT2G03870	2	94	728	815	832
gene:AT2G03880	0	209	40	27	34
gene:AT2G03890	127	505	1654	1574	1884
gene:AT2G03913	0	1	0	0	0
gene:AT2G03930	0	0	0	0	0
gene:AT2G03931	56	22	0	0	0
gene:AT2G03932	0	0	0	0	0
gene:AT2G03933	34	36	0	0	0
gene:AT2G03936	176	194	0	0	0
gene:AT2G03937	40	74	0	0	0
gene:AT2G03955	28	3	0	0	0
gene:AT2G03965	0	0	2	2	0
gene:AT2G03980	0	0	974	849	819
gene:AT2G04020	0	0	0	0	1
gene:AT2G04025	0	0	0	0	0
gene:AT2G04030	16969	13155	6293	9621	11506
gene:AT2G04031	1038	4	0	0	0
gene:AT2G04032	0	0	137	230	275
gene:AT2G04034	8	0	0	0	0
gene:AT2G04037	123	24	0	0	0
gene:AT2G04038	0	0	0	2	1
gene:AT2G04039	0	0	1124	2052	2058
gene:AT2G04040	0	0	376	789	791
gene:AT2G04041	373	6	0	0	0
gene:AT2G04045	475	70	0	0	0
gene:AT2G04046	236	5	0	0	0
gene:AT2G04050	0	0	12	15	21
gene:AT2G04060	0	0	1	1	0
gene:AT2G04062	0	2	0	0	0
gene:AT2G04063	0	0	0	0	0
gene:AT2G04066	2	3	206	196	148
gene:AT2G04070	0	0	82	100	52
gene:AT2G04080	0	0	1003	779	686
gene:AT2G04090	0	0	1	3	2
gene:AT2G04100	0	0	28	27	23
gene:AT2G04115	0	0	0	0	0
gene:AT2G04137	2	0	0	0	0
gene:AT2G04160	1	1	720	1358	1486
gene:AT2G04170	0	0	67	81	80
gene:AT2G04190	1	2	0	6	2
gene:AT2G04220	0	1	0	0	0
gene:AT2G04230	17	926	580	633	640
gene:AT2G04235	60	308	162	222	256
gene:AT2G04240	0	0	548	357	345
gene:AT2G04270	1800	764	1783	2545	2773
gene:AT2G04280	2163	721	1930	1990	2144
gene:AT2G04300	2	0	4	0	0
gene:AT2G04305	1397	425	912	705	729
gene:AT2G04340	257	162	363	394	431
gene:AT2G04350	746	1144	1516	1377	1309
gene:AT2G04360	297	526	1383	1838	2117
gene:AT2G04378	770	529	1712	2010	2220
gene:AT2G04380	637	379	1572	1827	2004
gene:AT2G04390	822	379	1980	2920	3247
gene:AT2G04395	73	98	2	6	5
gene:AT2G04400	299	325	1899	2357	1919
gene:AT2G04410	357	162	1317	1399	1531
gene:AT2G04420	0	0	3	2	3
gene:AT2G04425	0	0	0	0	0
gene:AT2G04430	0	75	224	216	238
gene:AT2G04440	1417	446	3	2	1
gene:AT2G04450	955	170	835	985	1012
gene:AT2G04480	0	0	0	0	0
gene:AT2G04495	1	0	645	200	253
gene:AT2G04500	0	0	1	1	1
gene:AT2G04515	0	0	124	70	85
gene:AT2G04520	1270	244	2490	2585	2664
gene:AT2G04530	584	111	478	840	953
gene:AT2G04540	514	105	490	584	677
gene:AT2G04550	0	202	965	895	892
gene:AT2G04560	125	212	113	153	159
gene:AT2G04570	1	0	364	950	1001
gene:AT2G04620	463	178	402	393	385
gene:AT2G04621	199	39	134	169	173
gene:AT2G04622	0	0	0	0	0
gene:AT2G04630	376	304	862	1066	1109
gene:AT2G04650	231	134	204	223	231
gene:AT2G04660	325	274	339	416	453
gene:AT2G04675	0	0	0	0	0
gene:AT2G04680	2	1	0	3	3
gene:AT2G04690	907	665	1517	1488	1609
gene:AT2G04700	984	507	5088	4702	4970
gene:AT2G04740	496	106	397	539	535
gene:AT2G04750	209	113	2	0	0
gene:AT2G04780	0	0	1207	2142	2071
gene:AT2G04790	58	0	169	207	263
gene:AT2G04795	0	0	40	48	50
gene:AT2G04800	0	0	0	0	4
gene:AT2G04810	2	1	0	0	0
gene:AT2G04830	97	0	0	0	0
gene:AT2G04840	5	27	16	19	18
gene:AT2G04842	1070	880	3476	4319	4672
gene:AT2G04845	10	2	209	278	314
gene:AT2G04850	256	220	211	279	342
gene:AT2G04860	602	43	81	134	139
gene:AT2G04865	2341	1831	854	1104	1236
gene:AT2G04870	0	0	0	0	0
gene:AT2G04880	576	17	1061	1153	1295
gene:AT2G04890	64	1	583	592	689
gene:AT2G04900	499	194	1060	1142	1288
gene:AT2G04910	0	0	1	0	0
gene:AT2G04920	8	1	0	1	0
gene:AT2G04925	276	159	0	0	0
gene:AT2G04930	0	0	0	0	0
gene:AT2G04940	211	104	509	480	485
gene:AT2G05050	150	76	1	1	1
gene:AT2G05060	0	0	1	0	0
gene:AT2G05070	120	458	63056	83334	71887
gene:AT2G05100	202	663	70889	92478	78415
gene:AT2G05105	0	0	2	0	4
gene:AT2G05117	3	0	0	0	0
gene:AT2G05120	783	711	509	520	646
gene:AT2G05140	70	32	5	2	3
gene:AT2G05160	16	6	270	423	433
gene:AT2G05170	261	613	1649	1516	1668
gene:AT2G05180	87	0	0	2	0
gene:AT2G05185	64	346	83	133	121
gene:AT2G05210	1197	769	630	928	1016
gene:AT2G05220	1141	469	2805	4401	4726
gene:AT2G05230	82	7	768	826	938
gene:AT2G05250	94	2	754	811	926
