TRINITY_DN0_c0_g1	GO:0004674,GO:0004709,GO:0005524,GO:0005737,GO:0007346,GO:0010098,GO:0010103,GO:0010229,GO:0023014,GO:0031098,GO:0032147,GO:0040008
TRINITY_DN1129_c0_g1	GO:0005886,GO:0009611,GO:0010167,GO:0015112,GO:0015706,GO:0016021,GO:0042128
TRINITY_DN1129_c0_g2	GO:0005886,GO:0009611,GO:0010167,GO:0015112,GO:0015706,GO:0016021,GO:0042128
TRINITY_DN1129_c1_g1	GO:0005886,GO:0009611,GO:0010167,GO:0015112,GO:0015706,GO:0016021,GO:0042128
TRINITY_DN112_c0_g2	GO:0000500,GO:0001165,GO:0005730,GO:0006325,GO:0006356,GO:0042790
TRINITY_DN11302_c0_g1	GO:0005886,GO:0006950,GO:0016208
TRINITY_DN11302_c1_g1	GO:0005886,GO:0006950,GO:0016208
TRINITY_DN11304_c0_g1	GO:0000045,GO:0000422,GO:0005737,GO:0006501,GO:0006914,GO:0006995,GO:0010150,GO:0015031,GO:0034045,GO:0034274,GO:0042594,GO:0044804,GO:0050832
TRINITY_DN11306_c0_g1	GO:0005783,GO:0016036
TRINITY_DN11308_c0_g1	GO:0005739
TRINITY_DN11312_c0_g1	GO:0005783,GO:0005789,GO:0006629,GO:0010344,GO:0016021,GO:0034389
TRINITY_DN11317_c0_g1	GO:0009507,GO:0009534,GO:0009535,GO:0010287
TRINITY_DN11320_c0_g1	GO:0003735,GO:0005618,GO:0005829,GO:0006412,GO:0009506,GO:0022626,GO:0022627
TRINITY_DN11321_c0_g1	GO:0005774,GO:0005829,GO:0005886,GO:0009507,GO:0009534,GO:0009535,GO:0009570,GO:0009706,GO:0009737,GO:0009941,GO:0015031,GO:0048046
TRINITY_DN11323_c0_g1	GO:0005623,GO:0005829,GO:0009860,GO:0010183,GO:0045454,GO:0046686,GO:0047134,GO:0080092
TRINITY_DN11324_c0_g1	GO:0000155,GO:0004674,GO:0005516,GO:0005524,GO:0005622,GO:0005886,GO:0006351,GO:0006355,GO:0009584,GO:0009881,GO:0016021,GO:0018298,GO:0030246,GO:0048544
TRINITY_DN11325_c0_g1	GO:0006396,GO:0008173,GO:0046872,GO:0051539
TRINITY_DN11328_c0_g1	GO:0000166,GO:0003723,GO:0003729,GO:0003730,GO:0005634,GO:0005829,GO:0006397,GO:0006977,GO:0006978,GO:0007049,GO:0007050,GO:0008285,GO:0008380,GO:0009414,GO:0009651,GO:0009737,GO:0010029,GO:0010830,GO:0030154,GO:0043484,GO:0044822,GO:0070935
TRINITY_DN11329_c0_g1	GO:0000139,GO:0005634,GO:0005789,GO:0005886,GO:0015031,GO:0016021,GO:0016192
TRINITY_DN11330_c0_g2	GO:0004674,GO:0005524,GO:0005886,GO:0010075,GO:0016021,GO:0030154,GO:0033612,GO:0048229,GO:0048437
TRINITY_DN11330_c2_g2	GO:0004674,GO:0005524,GO:0009793,GO:0016021,GO:0090558
TRINITY_DN11330_c3_g1	GO:0004674,GO:0005524,GO:0005886,GO:0010075,GO:0016021,GO:0030154,GO:0033612,GO:0043621,GO:0048229,GO:0048437
TRINITY_DN11331_c0_g1	GO:0005249,GO:0005886,GO:0008324,GO:0009626,GO:0016020,GO:0016021,GO:0030552,GO:0030553,GO:0042391,GO:0071805,GO:0098655
TRINITY_DN11332_c0_g1	GO:0008270,GO:0016567,GO:0016874,GO:0040008
TRINITY_DN11333_c0_g1	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN11334_c0_g1	GO:0000724,GO:0003697,GO:0005634,GO:0005739,GO:0006355,GO:0051321
TRINITY_DN11337_c0_g1	GO:0005737,GO:0006012,GO:0006979,GO:0009409,GO:0009414,GO:0009651,GO:0009737,GO:0046872,GO:0047216
TRINITY_DN11337_c0_g2	GO:0005737,GO:0006012,GO:0046872,GO:0047216
TRINITY_DN1133_c0_g1	GO:0016491
TRINITY_DN11342_c0_g1	GO:0000015,GO:0000287,GO:0004634,GO:0006096
TRINITY_DN11344_c0_g1	GO:0000325,GO:0005524,GO:0005773,GO:0005774,GO:0005794,GO:0008559,GO:0016021,GO:0042626
TRINITY_DN11345_c0_g1	GO:0005829,GO:0006457,GO:0016272
TRINITY_DN11346_c0_g1	GO:0005634,GO:0005737,GO:0006351,GO:0009408,GO:0009414,GO:0009585,GO:0009631,GO:0009816,GO:0043565,GO:0045893,GO:0046872,GO:0048574,GO:0048578
TRINITY_DN11349_c0_g1	GO:0005313,GO:0006814,GO:0009507,GO:0009534,GO:0009536,GO:0009624,GO:0009706,GO:0009941,GO:0015131,GO:0015140,GO:0015729,GO:0015813,GO:0016020,GO:0016021,GO:0019676,GO:0071423,GO:0089711,GO:1902356
TRINITY_DN1134_c0_g1	GO:0005783,GO:0005789,GO:0007041,GO:0015031,GO:0016021,GO:0016192,GO:0030163,GO:0032940,GO:0060628,GO:0071786
TRINITY_DN11350_c0_g1	GO:0009451,GO:0009507
TRINITY_DN11351_c0_g1	GO:0005739
TRINITY_DN11351_c0_g3	GO:0005739
TRINITY_DN11352_c0_g1	GO:0005634,GO:0005829,GO:0006631,GO:0016020,GO:0090409,GO:0090410
TRINITY_DN11354_c0_g1	GO:0004674,GO:0004675,GO:0005524,GO:0005768,GO:0005886,GO:0006898,GO:0007178,GO:0010008,GO:0010359,GO:0016020,GO:0016021,GO:0016032,GO:0016045,GO:0042742,GO:0052544
TRINITY_DN11356_c0_g1	GO:0005524,GO:0005829
TRINITY_DN11359_c0_g1	GO:0004674,GO:0005516,GO:0005524,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0006281,GO:0009409,GO:0016021,GO:0016853,GO:0030246,GO:0048544
TRINITY_DN1135_c0_g1	GO:0004674,GO:0005524,GO:0005737,GO:0006468,GO:0035556
TRINITY_DN1135_c0_g2	GO:0004674,GO:0005524,GO:0005737,GO:0006468,GO:0035556
TRINITY_DN1135_c0_g3	GO:0004674,GO:0005524,GO:0005737,GO:0006468,GO:0035556
TRINITY_DN11361_c0_g1	GO:0000911,GO:0003678,GO:0003682,GO:0003688,GO:0005524,GO:0005634,GO:0005737,GO:0006268,GO:0006270,GO:0006275,GO:0006306,GO:0008283,GO:0009909,GO:0010389,GO:0042555,GO:0051567
TRINITY_DN11362_c0_g1	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0042742,GO:0043531
TRINITY_DN11363_c0_g1	GO:0003676,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0009741,GO:0009826,GO:0009908,GO:0016577,GO:0032452,GO:0033169,GO:0045814,GO:0046872,GO:0048577,GO:0048579,GO:0051213
TRINITY_DN11363_c0_g3	GO:0003676,GO:0005634,GO:0006351,GO:0006355,GO:0009741,GO:0009826,GO:0009908,GO:0010228,GO:0016577,GO:0032452,GO:0033169,GO:0035067,GO:0045814,GO:0046872,GO:0048366,GO:0048579,GO:0051213
TRINITY_DN11364_c0_g2	GO:0003677,GO:0005524,GO:0006171,GO:0006952,GO:0008270,GO:0043531
TRINITY_DN11364_c1_g1	GO:0005524,GO:0007165,GO:0007275,GO:0009416,GO:0010114,GO:0042742,GO:0043531
TRINITY_DN11364_c1_g2	GO:0003677,GO:0006171,GO:0008270
TRINITY_DN11368_c0_g1	GO:0005737,GO:0005758,GO:0009055,GO:0016226,GO:0043066,GO:0046872,GO:0051537
TRINITY_DN11368_c1_g1	GO:0003676,GO:0004519,GO:0006308,GO:0046872
TRINITY_DN11369_c0_g1	GO:0003677,GO:0003917,GO:0005654,GO:0005694,GO:0005783,GO:0006265,GO:0006351,GO:0006355,GO:0008270,GO:0016605
TRINITY_DN1136_c0_g1	GO:0005524,GO:0005829,GO:0031625,GO:0061630
TRINITY_DN1136_c0_g3	GO:0005524,GO:0005829,GO:0031625,GO:0061630
TRINITY_DN1136_c0_g4	GO:0003779,GO:0005737,GO:0005856,GO:0007015,GO:0010119
TRINITY_DN11370_c0_g1	GO:0008168,GO:0016021
TRINITY_DN11372_c0_g1	GO:0004674,GO:0004714,GO:0005524,GO:0005886,GO:0010008,GO:0016021,GO:0033612
TRINITY_DN11378_c0_g1	GO:0005524,GO:0005737,GO:0033862,GO:0044210
TRINITY_DN11379_c0_g1	GO:0009507,GO:0016556
TRINITY_DN1137_c0_g1	GO:0035251
TRINITY_DN1137_c0_g2	GO:0052689
TRINITY_DN1137_c1_g2	GO:0000287,GO:0003677,GO:0003735,GO:0003899,GO:0004497,GO:0005506,GO:0005524,GO:0005840,GO:0006281,GO:0006351,GO:0006412,GO:0009507,GO:0009535,GO:0009767,GO:0009853,GO:0015934,GO:0015935,GO:0015979,GO:0015986,GO:0015991,GO:0016021,GO:0016491,GO:0016740,GO:0016984,GO:0019253,GO:0019843,GO:0020037,GO:0022904,GO:0045156,GO:0045158,GO:0045261,GO:0046933,GO:0046961
TRINITY_DN1137_c3_g1	GO:0005615,GO:0048046
TRINITY_DN11380_c0_g2	GO:0003735,GO:0005739,GO:0005840,GO:0006412
TRINITY_DN11385_c0_g2	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
TRINITY_DN11388_c0_g1	GO:0005509,GO:0005789,GO:0006457,GO:0016021,GO:0030246
TRINITY_DN11389_c0_g1	GO:0006397,GO:0009507,GO:0031425
TRINITY_DN11389_c0_g5	GO:0006397,GO:0008270,GO:0009507,GO:1900865
TRINITY_DN11389_c1_g1	GO:0000963,GO:0005739,GO:0009507,GO:0016554,GO:0080156
TRINITY_DN1138_c0_g1	GO:0001046,GO:0001228,GO:0003700,GO:0005634,GO:0006355,GO:0006366,GO:0045944,GO:0048573
TRINITY_DN11391_c0_g1	GO:0005789,GO:0016021,GO:0016126
TRINITY_DN11393_c0_g1	GO:0004519,GO:0005634,GO:0008033,GO:0046872
TRINITY_DN11394_c0_g1	GO:0005634,GO:0005737,GO:0007275,GO:0009734,GO:0040008,GO:1900140
TRINITY_DN11394_c0_g2	GO:0005634,GO:0005737,GO:0007275,GO:0009734,GO:0040008,GO:1900140
TRINITY_DN11398_c0_g1	GO:0004033,GO:0005829,GO:0008106,GO:0009409,GO:0009414,GO:0009507,GO:0009636,GO:0009651,GO:0016229,GO:0016491,GO:0046686,GO:0055114,GO:0070401
TRINITY_DN1139_c0_g1	GO:0004478,GO:0005524,GO:0005737,GO:0006556,GO:0006730,GO:0046872
TRINITY_DN1139_c1_g1	GO:0004478,GO:0005524,GO:0005737,GO:0006556,GO:0006730,GO:0046872
TRINITY_DN113_c0_g1	GO:0008152,GO:0009506,GO:0016597
TRINITY_DN113_c0_g2	GO:0008152,GO:0009506,GO:0016597
TRINITY_DN11402_c0_g1	GO:0009416
TRINITY_DN11402_c0_g2	GO:0005524,GO:0006952,GO:0007165,GO:0042742,GO:0043531
TRINITY_DN11402_c0_g3	GO:0005524,GO:0007165,GO:0042742,GO:0043531
TRINITY_DN11403_c0_g1	GO:0005886,GO:0009507
TRINITY_DN11405_c0_g1	GO:0005634,GO:0016567
TRINITY_DN1140_c0_g1	GO:0004722,GO:0005886,GO:0046872
TRINITY_DN11410_c0_g1	GO:0003855,GO:0004764,GO:0009073,GO:0009423,GO:0009507,GO:0009570,GO:0009793,GO:0019632,GO:0050661
TRINITY_DN11410_c0_g2	GO:0003855,GO:0004764,GO:0009073,GO:0009423,GO:0009507,GO:0009570,GO:0009793,GO:0019632,GO:0050661
TRINITY_DN11410_c0_g3	GO:0003855,GO:0004764,GO:0009073,GO:0009423,GO:0009507,GO:0009570,GO:0009793,GO:0019632,GO:0050661
TRINITY_DN11411_c0_g1	GO:0005634,GO:0005737,GO:0006351,GO:0008270,GO:0010626,GO:0031643,GO:0044212,GO:0045944
TRINITY_DN11413_c0_g1	GO:0000325,GO:0005524,GO:0005773,GO:0005774,GO:0005794,GO:0005886,GO:0006855,GO:0008559,GO:0009414,GO:0009506,GO:0009611,GO:0009624,GO:0010118,GO:0016021,GO:0042626
TRINITY_DN11413_c0_g2	GO:0003677,GO:0005634,GO:0006351,GO:0007049,GO:0017053
TRINITY_DN11413_c0_g3	GO:0000325,GO:0005524,GO:0005773,GO:0005774,GO:0005794,GO:0005886,GO:0006855,GO:0008559,GO:0009414,GO:0009506,GO:0009611,GO:0009624,GO:0010118,GO:0016021,GO:0042626
TRINITY_DN11415_c0_g1	GO:0005634,GO:0005789,GO:0007015,GO:0009825,GO:0010090,GO:0031209,GO:0045010,GO:0045893
TRINITY_DN11417_c0_g1	GO:0005774,GO:0006904,GO:0031902,GO:0043234
TRINITY_DN11417_c0_g2	GO:0005774,GO:0006904,GO:0031902,GO:0043234
TRINITY_DN11420_c0_g1	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN11422_c0_g1	GO:0005385,GO:0005886,GO:0016021
TRINITY_DN11423_c0_g1	GO:0005634,GO:0006351,GO:0006355,GO:0010072
TRINITY_DN11424_c0_g1	GO:0000139,GO:0005525,GO:0005773,GO:0005886,GO:0006888,GO:0007264,GO:0015031,GO:0032588,GO:0046686
TRINITY_DN11425_c0_g1	GO:0003676,GO:0004386,GO:0005524,GO:0019013,GO:0030529
TRINITY_DN11425_c1_g1	GO:0000724,GO:0000808,GO:0000911,GO:0003677,GO:0005664,GO:0006260,GO:0006261,GO:0009744,GO:0048527
TRINITY_DN11426_c0_g1	GO:0004674,GO:0004838,GO:0005524,GO:0006520,GO:0010189,GO:0016021,GO:0030170,GO:0048544
TRINITY_DN11426_c0_g3	GO:0004674,GO:0005524,GO:0005886,GO:0016021,GO:0030246
TRINITY_DN11427_c0_g1	GO:0000139,GO:0002239,GO:0005524,GO:0005789,GO:0005886,GO:0006952,GO:0007165,GO:0009817,GO:0030275,GO:0042742,GO:0043531
TRINITY_DN11427_c1_g1	GO:0005524,GO:0005886,GO:0007165,GO:0042742,GO:0043531
TRINITY_DN1142_c0_g1	GO:0005274,GO:0005524,GO:0015210,GO:0015720,GO:0016021,GO:0016758,GO:0042906,GO:0042907,GO:1903791
TRINITY_DN1142_c0_g2	GO:0005783,GO:0005789,GO:0015450,GO:0016021,GO:0031204
TRINITY_DN1142_c0_g3	GO:0005783,GO:0005789,GO:0015450,GO:0016021,GO:0031204
TRINITY_DN1142_c1_g1	GO:0000139,GO:0000326,GO:0008270,GO:0015031,GO:0016021,GO:0031902,GO:0032586
TRINITY_DN11430_c1_g1	GO:0003676,GO:0004190,GO:0005524,GO:0008270,GO:0015074
TRINITY_DN11432_c0_g1	GO:0004674,GO:0004712,GO:0004713,GO:0005524,GO:0005829,GO:0009658,GO:0016597
TRINITY_DN11433_c0_g1	GO:0015629,GO:0030042
TRINITY_DN11434_c0_g1	GO:0003677,GO:0003700,GO:0005634,GO:0005654,GO:0005886,GO:0006351,GO:0006355,GO:0008022,GO:0046872
TRINITY_DN11435_c0_g1	GO:0003729,GO:0005634,GO:0006379,GO:0006397,GO:0031047,GO:0031123,GO:0042868,GO:0045892,GO:0060968
TRINITY_DN11436_c0_g1	GO:0000027,GO:0000455,GO:0003723,GO:0005829,GO:0006364,GO:0008168,GO:0009982
TRINITY_DN11437_c0_g1	GO:0005524,GO:0005886,GO:0007165,GO:0009416,GO:0016021,GO:0042742,GO:0043531
TRINITY_DN11437_c0_g2	GO:0003677,GO:0005524,GO:0006171,GO:0007165,GO:0008270,GO:0042742,GO:0043531
TRINITY_DN11437_c1_g1	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0042742,GO:0043531
TRINITY_DN11437_c1_g2	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0043531
TRINITY_DN11437_c2_g1	GO:0005576
TRINITY_DN11437_c3_g1	GO:0005739,GO:0006952,GO:0007165,GO:0010193,GO:0043531
TRINITY_DN11439_c0_g1	GO:0005244,GO:0005886,GO:0006813,GO:0009506,GO:0016020
TRINITY_DN1143_c0_g1	GO:0004553,GO:0005618,GO:0010411,GO:0016762,GO:0016998,GO:0042546,GO:0048046,GO:0071555
TRINITY_DN1143_c0_g2	GO:0003676,GO:0003723,GO:0004129,GO:0004519,GO:0004520,GO:0004521,GO:0005507,GO:0005634,GO:0005739,GO:0005743,GO:0005759,GO:0005886,GO:0006308,GO:0006351,GO:0006355,GO:0006401,GO:0006417,GO:0008137,GO:0015078,GO:0015986,GO:0016021,GO:0022900,GO:0031966,GO:0045263,GO:0046872,GO:0048038,GO:0051287,GO:0070469,GO:0090502
TRINITY_DN1143_c1_g1	GO:0005743,GO:0008137,GO:0016021,GO:0070469
TRINITY_DN1143_c1_g2	GO:0005743,GO:0006122,GO:0008121,GO:0009055,GO:0045275,GO:0046872
TRINITY_DN1143_c2_g1	GO:0003964,GO:0004519,GO:0006314,GO:0006397
TRINITY_DN11442_c0_g1	GO:0005886
TRINITY_DN11444_c0_g1	GO:0000492,GO:0003723,GO:0005634,GO:0005726,GO:0005730,GO:0008023,GO:0016363,GO:0022626,GO:0030515,GO:0030674,GO:0042802,GO:0043234,GO:0045944,GO:0046872,GO:0048786,GO:0051117,GO:0051259,GO:0070761
TRINITY_DN11445_c0_g1	GO:0016021
TRINITY_DN11447_c0_g2	GO:0000304,GO:0001666,GO:0005634,GO:0005737,GO:0005783,GO:0006629,GO:0009626,GO:0009627,GO:0010310,GO:0010618,GO:0010942,GO:0016298,GO:0042803
TRINITY_DN1144_c0_g1	GO:0008565,GO:0009706,GO:0016021,GO:0045037
TRINITY_DN11450_c0_g1	GO:0005576,GO:0005618,GO:0006949,GO:0009664,GO:0016020
TRINITY_DN11453_c0_g1	GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0009887,GO:0009943,GO:0009944,GO:0009956,GO:0010051,GO:0010158,GO:0010229,GO:0044212,GO:0048440,GO:0048481
TRINITY_DN11456_c0_g1	GO:0004459,GO:0005737,GO:0005975,GO:0019752
TRINITY_DN11458_c0_g1	GO:0003682,GO:0005737,GO:0006351,GO:0035327,GO:0045944,GO:0071339,GO:0071391
TRINITY_DN11461_c0_g1	GO:0009534,GO:0009535
TRINITY_DN11462_c0_g1	GO:0000012,GO:0000724,GO:0001666,GO:0003684,GO:0005634,GO:0005654,GO:0006266,GO:0006281,GO:0006283,GO:0006284,GO:0006289,GO:0006297,GO:0006302,GO:0006303,GO:0010033,GO:0010385,GO:0019899,GO:0042493,GO:0070911,GO:0080111,GO:1901969,GO:1901972
TRINITY_DN11463_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN11465_c0_g1	GO:0004725,GO:0005634,GO:0005829,GO:0035335
TRINITY_DN11469_c0_g1	GO:0004439,GO:0005634,GO:0005886,GO:0010305,GO:0034485,GO:0046856,GO:0071472,GO:2000377
TRINITY_DN11473_c0_g1	GO:0003677,GO:0005524,GO:0006171,GO:0007165,GO:0008270,GO:0042742,GO:0043531
TRINITY_DN11477_c0_g1	GO:0000786,GO:0003677,GO:0005634
TRINITY_DN1147_c0_g1	GO:0002230,GO:0003677,GO:0003700,GO:0004871,GO:0005634,GO:0005737,GO:0005886,GO:0006351,GO:0042802,GO:0060337,GO:0098779,GO:0098792
TRINITY_DN11480_c0_g1	GO:0004306,GO:0005739,GO:0006646,GO:0031307
TRINITY_DN11480_c0_g2	GO:0004306,GO:0005739,GO:0006646,GO:0031307
TRINITY_DN11482_c0_g1	GO:0004321,GO:0005524,GO:0005777,GO:0009695,GO:0016874,GO:0031408
TRINITY_DN11485_c0_g1	GO:0002039,GO:0002230,GO:0004842,GO:0005634,GO:0005654,GO:0005737,GO:0006281,GO:0008270,GO:0010212,GO:0016567,GO:0016605,GO:0016874,GO:0031571,GO:0035861,GO:0097371,GO:0098779,GO:0098792,GO:2000001
TRINITY_DN11487_c0_g1	GO:0004672,GO:0004674,GO:0005524,GO:0005634,GO:0005737,GO:0005829,GO:0006468,GO:0007067,GO:0032153,GO:0035556,GO:0044732,GO:0046777,GO:0046822,GO:0048026,GO:0050265,GO:0051301,GO:1900181,GO:1900182
TRINITY_DN11488_c0_g1	GO:0005739,GO:0009536,GO:0009926,GO:0009941,GO:0010224
TRINITY_DN11489_c0_g1	GO:0005635,GO:0005643,GO:0005829,GO:0015031,GO:0017056,GO:0051028
TRINITY_DN11489_c1_g1	GO:0003677,GO:0005634,GO:0006284,GO:0008725,GO:0043916,GO:0052821,GO:0052822
TRINITY_DN1148_c0_g1	GO:0000028,GO:0000166,GO:0001825,GO:0003723,GO:0005737,GO:0006364,GO:0032545,GO:0034456,GO:0044822
TRINITY_DN11491_c0_g1	GO:0005758,GO:0045039,GO:0046872
TRINITY_DN11491_c0_g2	GO:0005758,GO:0045039,GO:0046872
TRINITY_DN11492_c0_g1	GO:0003723,GO:0004004,GO:0005524,GO:0010501
TRINITY_DN11493_c0_g1	GO:0016021,GO:0022857
TRINITY_DN11496_c0_g1	GO:0003723,GO:0003724,GO:0004004,GO:0005524,GO:0006968,GO:0009507
TRINITY_DN11497_c0_g1	GO:0005524,GO:0005737,GO:0006457
TRINITY_DN114_c0_g1	GO:0004364,GO:0005737,GO:0005829,GO:0006749,GO:0009407,GO:0009507,GO:0009636,GO:0009651,GO:0009704,GO:0040008,GO:0048527,GO:0060416,GO:0080148,GO:0080167
TRINITY_DN114_c0_g2	GO:0005634,GO:0006351,GO:0008270,GO:0032786
TRINITY_DN11501_c0_g1	GO:0000302,GO:0004672,GO:0004674,GO:0005524,GO:0005886,GO:0009506,GO:0016021,GO:0042742
TRINITY_DN11502_c0_g1	GO:0000104,GO:0005739,GO:0005743,GO:0006099,GO:0006121,GO:0008177,GO:0008270,GO:0009055,GO:0045273,GO:0045281,GO:0051537,GO:0051538,GO:0051539
TRINITY_DN11508_c0_g1	GO:0003924,GO:0005737,GO:0005741,GO:0007005,GO:0048311
TRINITY_DN11509_c1_g1	GO:0005524,GO:0005737,GO:0005886,GO:0006952,GO:0009626,GO:0016045,GO:0042742,GO:0043531
TRINITY_DN1150_c1_g1	GO:0005198,GO:0005773,GO:0005774,GO:0005794,GO:0005829,GO:0005886,GO:0006886,GO:0006897,GO:0009506,GO:0009507,GO:0016020,GO:0016192,GO:0030130,GO:0030132
TRINITY_DN11510_c0_g1	GO:0009860,GO:0052689
TRINITY_DN11510_c2_g1	GO:0005634,GO:0009739,GO:0009740,GO:0009939,GO:0010476,GO:0016787,GO:0048444
TRINITY_DN11511_c0_g1	GO:0000786,GO:0003677,GO:0004003,GO:0005524,GO:0005634,GO:0006344,GO:0006346,GO:0006349,GO:0006351,GO:0009294,GO:0016887,GO:0032197,GO:0032508,GO:0044030,GO:0051574,GO:0090241
TRINITY_DN11512_c0_g1	GO:0016021
TRINITY_DN11513_c0_g1	GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0009507,GO:0009570
TRINITY_DN11514_c0_g1	GO:0001525,GO:0002040,GO:0005789,GO:0006486,GO:0016021,GO:0016765,GO:0019408,GO:0030154,GO:0032383,GO:0035268,GO:0042632
TRINITY_DN11515_c0_g1	GO:0000911,GO:0004674,GO:0005524,GO:0005634,GO:0005737,GO:0005829,GO:0006468,GO:0007584,GO:0009536,GO:0009723,GO:0009738,GO:0010107,GO:0010118,GO:0016036,GO:0019375,GO:0019722,GO:0035556,GO:0042631
TRINITY_DN11516_c0_g1	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
TRINITY_DN11516_c0_g2	GO:0005739,GO:0006397,GO:0009507,GO:0010182,GO:0031425,GO:0080156
TRINITY_DN11516_c0_g3	GO:0005739
TRINITY_DN11516_c1_g3	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
TRINITY_DN11516_c3_g1	GO:0005634,GO:0005737,GO:0009507
TRINITY_DN11516_c4_g1	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN11516_c5_g1	GO:0005739
TRINITY_DN11516_c6_g1	GO:0009507,GO:0031425,GO:0031426
TRINITY_DN11516_c7_g1	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN11516_c8_g1	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN11516_c9_g1	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN11517_c0_g2	GO:0005634,GO:0005829
TRINITY_DN1151_c0_g1	GO:0000165,GO:0000187,GO:0002229,GO:0004674,GO:0004708,GO:0005524,GO:0005634,GO:0005737,GO:0007346,GO:0009570,GO:0009611,GO:0009620,GO:0009626,GO:0009651,GO:0009693,GO:0009814,GO:0009862,GO:0009873,GO:0009926,GO:0010120,GO:0010150,GO:0010227,GO:0010229,GO:0010365,GO:0016301,GO:0023014,GO:0030295,GO:0031098,GO:0032147,GO:0042742,GO:0045893,GO:0046777
TRINITY_DN11521_c0_g2	GO:0004601,GO:0005576,GO:0006979,GO:0020037,GO:0042744,GO:0046872
TRINITY_DN11524_c1_g1	GO:0005739,GO:0006397,GO:0009507,GO:0031425
TRINITY_DN11525_c0_g3	GO:0005739
TRINITY_DN11525_c0_g4	GO:0006397,GO:0009507,GO:0031425
TRINITY_DN11527_c0_g1	GO:0005524,GO:0042742,GO:0043531,GO:0048046
TRINITY_DN11527_c1_g1	GO:0005524,GO:0042742,GO:0043531,GO:0048046
TRINITY_DN11527_c1_g2	GO:0005524,GO:0042742,GO:0043531,GO:0048046
TRINITY_DN11527_c1_g3	GO:0005524,GO:0042742,GO:0043531,GO:0048046
TRINITY_DN1152_c0_g1	GO:0005525,GO:0005773,GO:0005886,GO:0006888,GO:0007264,GO:0015031,GO:0016020
TRINITY_DN11530_c0_g1	GO:0003723,GO:0003735,GO:0006412,GO:0019843,GO:0022625,GO:0046872
TRINITY_DN11530_c2_g1	GO:0003723,GO:0003735,GO:0006412,GO:0019843,GO:0022625,GO:0046872
TRINITY_DN11531_c0_g1	GO:0003723,GO:0004004,GO:0005524,GO:0009507,GO:0010501
TRINITY_DN11534_c0_g1	GO:0031225,GO:0046658
TRINITY_DN11537_c0_g1	GO:0005524,GO:0005737,GO:0006260,GO:0006457,GO:0008270,GO:0009408
TRINITY_DN11539_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0009555,GO:0016021,GO:0030246
TRINITY_DN11539_c0_g2	GO:0004674,GO:0005524,GO:0005886,GO:0016021,GO:0030246
TRINITY_DN1153_c0_g1	GO:0003677,GO:0003700,GO:0005618,GO:0005634,GO:0005773,GO:0005975,GO:0006351,GO:0006355,GO:0009505,GO:0016021,GO:0016491,GO:0046872,GO:0048046,GO:0052692,GO:0055114,GO:0071555
TRINITY_DN11540_c0_g1	GO:0016787,GO:0046872
TRINITY_DN11543_c0_g1	GO:0000791,GO:0000792,GO:0005634,GO:0005730,GO:0005829,GO:0006364,GO:0010923,GO:0030688,GO:0044822
TRINITY_DN11544_c0_g1	GO:0000703,GO:0003677,GO:0003906,GO:0005634,GO:0006284,GO:0006285,GO:0019104,GO:0042644,GO:0046872,GO:0051539
TRINITY_DN11545_c0_g1	GO:0004672,GO:0004674,GO:0005524,GO:0005622,GO:0005886,GO:0007338,GO:0009506,GO:0009723,GO:0009738,GO:0009741,GO:0009742,GO:0009788,GO:0009791,GO:0009873,GO:0010483,GO:0016020,GO:0016021,GO:0030308,GO:0043680,GO:0046777,GO:0048364,GO:0050832
TRINITY_DN11549_c0_g1	GO:0004326,GO:0005524,GO:0005737,GO:0007049,GO:0008360,GO:0008764,GO:0009252,GO:0051301,GO:0071555
TRINITY_DN1154_c1_g1	GO:0003743,GO:0005737,GO:0005886,GO:0006413,GO:0009507,GO:0009706,GO:0009941,GO:0015031,GO:0016491,GO:0019827,GO:0031047,GO:0048366
TRINITY_DN11550_c0_g1	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0043531
TRINITY_DN11552_c0_g1	GO:0005545,GO:0005794,GO:0005886,GO:0005905,GO:0006897,GO:0016020,GO:0030136,GO:0048268
