comp100009_c0	GO:0004364,GO:0009734
comp139749_c8	GO:0005886,GO:0006807,GO:0009506,GO:0015031,GO:0016021,GO:0042936,GO:0042937,GO:0042938,GO:0042939
comp139749_c9	GO:0000325,GO:0005773,GO:0005774,GO:0005794,GO:0009705,GO:0015031,GO:0015197,GO:0015334,GO:0015833,GO:0016021,GO:0042936,GO:0042937,GO:0042938,GO:0042939
comp139751_c0	GO:0005886,GO:0016021
comp139752_c3	GO:0004362,GO:0005777,GO:0006749,GO:0009407,GO:0045454,GO:0050660,GO:0050661
comp139753_c0	GO:0000943,GO:0003676,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004519,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp139755_c0	GO:0005524,GO:0009408,GO:0009507,GO:0009532,GO:0009570,GO:0009658,GO:0016485
comp139758_c0	GO:0000062,GO:0003995,GO:0003997,GO:0005777,GO:0006635,GO:0009055,GO:0009514,GO:0009793,GO:0033539,GO:0046459,GO:0050660,GO:0052890,GO:0055088
comp139759_c0	GO:0005634,GO:0005737,GO:0009707,GO:0030941,GO:0051861
comp139760_c0	GO:0005509,GO:0005544,GO:0005886,GO:0009506,GO:0016021,GO:0016757,GO:0048513
comp139761_c0	GO:0005634,GO:0005829,GO:0005983,GO:0009414,GO:0009507,GO:0016161
comp139762_c0	GO:0005829,GO:0005844,GO:0006457,GO:0007017,GO:0007021,GO:0015631,GO:0016272
comp139764_c0	GO:0000911,GO:0005096,GO:0005635,GO:0005819,GO:0005886,GO:0006606,GO:0009504,GO:0009507,GO:0009524,GO:0031965,GO:0032153
comp139775_c0	GO:0004190,GO:0005576
comp139776_c0	GO:0006397,GO:0009507,GO:0031425
comp139777_c0	GO:0006511,GO:0008234,GO:0016579,GO:0036459
comp139778_c0	GO:0003735,GO:0005739,GO:0005743,GO:0006412,GO:0009507,GO:0009536,GO:0009706,GO:0009941,GO:0016021,GO:0055085
comp139782_c0	GO:0005739
comp139782_c5	GO:0008380,GO:0009507,GO:0016554
comp139782_c6	GO:0009507,GO:0016556
comp139782_c7	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0005739,GO:0008270,GO:0010182,GO:0015074,GO:0080156
comp139783_c1	GO:0006952,GO:0008270,GO:0016874,GO:0043067,GO:0043161
comp139786_c0	GO:0000148,GO:0003843,GO:0006075,GO:0008360,GO:0016021,GO:0071555
comp139786_c2	GO:0000148,GO:0003843,GO:0006075,GO:0008360,GO:0016021,GO:0071555
comp139788_c0	GO:0003700,GO:0005634,GO:0005730,GO:0006351,GO:0006355,GO:0016592,GO:0043565
comp139790_c0	GO:0003677,GO:0008270
comp139791_c0	GO:0005524,GO:0009507,GO:0010287,GO:0016301
comp139797_c0	GO:0009535,GO:0009688,GO:0045549,GO:0046872
comp139800_c0	GO:0005886,GO:0005975,GO:0006952,GO:0031225,GO:0042973,GO:0046658
comp139801_c1	GO:0001654,GO:0001822,GO:0001889,GO:0002080,GO:0002081,GO:0003382,GO:0005802,GO:0005813,GO:0005814,GO:0005929,GO:0005930,GO:0006996,GO:0007219,GO:0007224,GO:0007288,GO:0007290,GO:0007368,GO:0007399,GO:0007420,GO:0007507,GO:0008104,GO:0008544,GO:0008589,GO:0009887,GO:0009952,GO:0009953,GO:0019894,GO:0021513,GO:0021537,GO:0030324,GO:0030992,GO:0031016,GO:0031122,GO:0031512,GO:0031514,GO:0032391,GO:0034405,GO:0035058,GO:0036064,GO:0036334,GO:0042384,GO:0042487,GO:0042733,GO:0043568,GO:0045177,GO:0045598,GO:0048853,GO:0050680,GO:0055007,GO:0060021,GO:0060091,GO:0060122,GO:0060173,GO:0060259,GO:0060271,GO:0060411,GO:0060426,GO:0060914,GO:0061351,GO:0070613,GO:0072372,GO:0090102,GO:0097541,GO:0097542,GO:0097546,GO:1902017,GO:2000785
comp139803_c1	GO:0003924,GO:0005525,GO:0005737,GO:0005874
comp139804_c2	GO:0016021,GO:0031969
comp139805_c0	GO:0005618,GO:0005737,GO:0005886,GO:0009620,GO:0009624,GO:0030599,GO:0042545,GO:0043086,GO:0045330,GO:0045490,GO:0046910,GO:0048046,GO:0050829
comp139811_c0	GO:0005313,GO:0015180,GO:0015181,GO:0015185,GO:0015189,GO:0015297,GO:0015808,GO:0015812,GO:0016021,GO:0089711,GO:1903401,GO:1903826
comp139813_c0	GO:0000166,GO:0000398,GO:0003723,GO:0005681,GO:0005829,GO:0008380,GO:0016020,GO:0016607
comp139817_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp139818_c0	GO:0016021,GO:0046872,GO:0055114
comp139818_c1	GO:0016021,GO:0046872,GO:0055114
comp139820_c1	GO:0005739,GO:0010182,GO:0080156
comp139821_c0	GO:0000724,GO:0000781,GO:0004842,GO:0005634,GO:0006301,GO:0008270,GO:0016567,GO:0016874,GO:0030915,GO:2001022
comp139823_c2	GO:0000911,GO:0003677,GO:0003678,GO:0004386,GO:0005524,GO:0005634,GO:0005694,GO:0006302,GO:0006312,GO:0007062,GO:0007067,GO:0007131,GO:0010564,GO:0042138,GO:0051026
comp139825_c4	GO:0003924,GO:0005525,GO:0006807,GO:0016151,GO:0048554
comp139827_c0	GO:0004674,GO:0004675,GO:0005524,GO:0005768,GO:0005886,GO:0006898,GO:0007178,GO:0010008,GO:0010075,GO:0010359,GO:0016020,GO:0016021,GO:0016045,GO:0030154,GO:0033612,GO:0042742,GO:0043621,GO:0048229,GO:0048437,GO:0052544
comp139832_c0	GO:0008380,GO:0009507,GO:1900865
comp139832_c1	GO:0005739,GO:0010182,GO:0080156
comp139832_c6	GO:0000963,GO:0003735,GO:0005739,GO:0005840,GO:0006412,GO:0009507,GO:0016554,GO:0019843,GO:0080156
comp139832_c7	GO:0000963,GO:0005739,GO:0009507,GO:0016554,GO:0080156
comp139834_c1	GO:0004828,GO:0005524,GO:0005737,GO:0006434,GO:0097056
comp139835_c0	GO:0005975,GO:0008422
comp139835_c1	GO:0004565,GO:0005576,GO:0005975,GO:0008422,GO:0016798,GO:0033907,GO:0042973,GO:0080079,GO:0080083
comp139836_c2	GO:0000139,GO:0005215,GO:0015031
comp139836_c6	GO:0000139,GO:0005215,GO:0015031
comp139838_c0	GO:0004140,GO:0005524,GO:0005773,GO:0005777,GO:0009507,GO:0015824,GO:0015937
comp139839_c0	GO:0004366,GO:0006655,GO:0009507,GO:0009536,GO:0009570,GO:0016024
comp139840_c2	GO:0000165,GO:0000187,GO:0004674,GO:0004708,GO:0005524,GO:0005634,GO:0005737,GO:0007346,GO:0009611,GO:0009620,GO:0009651,GO:0009693,GO:0009873,GO:0010120,GO:0010150,GO:0030295,GO:0031098,GO:0032147,GO:0045893,GO:0046777
comp139841_c0	GO:0003924,GO:0005200,GO:0005525,GO:0005737,GO:0005874,GO:0007017
comp139844_c0	GO:0000209,GO:0004842,GO:0005524,GO:0005737,GO:0006511,GO:0031625,GO:0061630
comp139845_c0	GO:0006629,GO:0009966,GO:0016020,GO:0047372
comp139846_c0	GO:0003779,GO:0005737,GO:0005856,GO:0007628,GO:0016358,GO:0016567,GO:0021680,GO:0030036,GO:0030425,GO:0031463,GO:0043025
comp139849_c0	GO:0004017,GO:0005524,GO:0005737,GO:0006163,GO:0046939
comp139851_c0	GO:0001123,GO:0003677,GO:0003700,GO:0005737,GO:0016987
comp139852_c1	GO:0005783,GO:0008234
comp139853_c1	GO:0005634,GO:0006351,GO:0006355,GO:0006970,GO:0010104,GO:0016592,GO:0032922,GO:0048586,GO:1901672,GO:2000022
comp139855_c0	GO:0003676,GO:0004824,GO:0005524,GO:0005737,GO:0006430
comp139857_c1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0006952,GO:0042803,GO:0045892,GO:0050777,GO:0071219
comp139862_c7	GO:0004129,GO:0005507,GO:0005743,GO:0016021,GO:0022900,GO:0070469
comp139863_c0	GO:0016020
comp139867_c1	GO:0000325,GO:0005773,GO:0005774,GO:0005794,GO:0005886,GO:0009705,GO:0010167,GO:0015031,GO:0015112,GO:0015197,GO:0015293,GO:0015334,GO:0015706,GO:0015833,GO:0016021,GO:0042936,GO:0042937,GO:0042938,GO:0042939
comp139870_c2	GO:0000727,GO:0000790,GO:0003682,GO:0003688,GO:0003697,GO:0005634,GO:0005656,GO:0005829,GO:0006267,GO:0006270,GO:0031261,GO:0031298,GO:0031938,GO:0032508,GO:0043138,GO:0043596,GO:1900087,GO:1902975,GO:1902977
comp139876_c0	GO:0009813,GO:0010016,GO:0035251,GO:0042631,GO:0043231,GO:0052638,GO:0052696,GO:0070301,GO:0071215,GO:0071475,GO:0080024,GO:0080043,GO:0080044,GO:0080167
comp139876_c1	GO:0009813,GO:0015020,GO:0043231,GO:0052696,GO:0080043,GO:0080044
comp139877_c0	GO:0000781,GO:0000785,GO:0000786,GO:0003691,GO:0005634,GO:0005730,GO:0006334,GO:0006351,GO:0006355,GO:0042803,GO:0043047
comp139880_c2	GO:0000166,GO:0005737,GO:0008253,GO:0046872
comp139881_c0	GO:0004364,GO:0004602,GO:0005789,GO:0010243,GO:0016020,GO:0016021,GO:0070062,GO:0098869
comp139883_c5	GO:0016021,GO:0016787
comp139889_c1	GO:0005886,GO:0016021
comp139890_c0	GO:0005737,GO:0016702,GO:0031408,GO:0046872
comp139891_c0	GO:0004674,GO:0004709,GO:0005524,GO:0005737,GO:0005874,GO:0007346,GO:0023014,GO:0031098,GO:0032147,GO:0043622,GO:0046777,GO:0048046
comp139893_c0	GO:0000103,GO:0005737,GO:0006457,GO:0006662,GO:0015035,GO:0016671,GO:0034599,GO:0045454,GO:0055114
comp139894_c0	GO:0015031,GO:0016021
comp13989_c0	GO:0005524,GO:0005886,GO:0016021,GO:0042626,GO:0055085,GO:0080167
comp139900_c0	GO:0004842,GO:0005634,GO:0005886,GO:0006817,GO:0008270,GO:0009626,GO:0009627,GO:0009697,GO:0009751,GO:0010167,GO:0010337,GO:0016036,GO:0016567,GO:0016607,GO:0016874,GO:0042742,GO:0043161,GO:0061630,GO:0080021
comp139907_c0	GO:0005737,GO:0005856,GO:0005886,GO:0008270,GO:0051015,GO:0051017
comp139911_c0	GO:0004325,GO:0006783,GO:0009507,GO:0009535,GO:0031969
comp139915_c0	GO:0000166,GO:0000398,GO:0000785,GO:0003676,GO:0003723,GO:0005634,GO:0006351,GO:0006378,GO:0009553,GO:0009908,GO:0009911,GO:0010228,GO:0030154,GO:0031048
comp139917_c0	GO:0005829,GO:0008152,GO:0016597
comp139918_c0	GO:0004526,GO:0005655,GO:0005737,GO:0007275,GO:0031047,GO:0050688,GO:0090502
comp139920_c1	GO:0003677,GO:0005634,GO:0006260,GO:0007049,GO:0070062
comp139921_c1	GO:0009408,GO:0009507,GO:0009644,GO:0042542
comp139921_c2	GO:0009408,GO:0009507,GO:0009644,GO:0042542
comp139922_c0	GO:0005739,GO:0009451
comp139926_c0	GO:0004842,GO:0005634,GO:0006351,GO:0006355,GO:0008134,GO:0009908,GO:0030154,GO:0031146
comp139929_c0	GO:0000724,GO:0005634,GO:0005737,GO:0006974,GO:0007049,GO:0008284,GO:0009736,GO:0010082,GO:0016874,GO:0016925,GO:0019789,GO:0030915,GO:0032876,GO:0045931,GO:0046872,GO:0048509,GO:0060250,GO:0080038
comp139931_c0	GO:0015035
comp139932_c0	GO:0070062
comp139933_c0	GO:0005774,GO:0015238,GO:0015297,GO:0016021
comp139933_c2	GO:0005774,GO:0009507,GO:0009624,GO:0015238,GO:0015297,GO:0016021
comp139933_c3	GO:0005774,GO:0009624,GO:0015238,GO:0015297,GO:0016021
comp139934_c0	GO:0003846,GO:0004622,GO:0005886,GO:0006629,GO:0006979,GO:0009506,GO:0009809,GO:0010043,GO:0016787,GO:0042542,GO:0046686,GO:0090430
comp139935_c0	GO:0005829,GO:0006979,GO:0016688,GO:0020037,GO:0042744,GO:0046872,GO:0098869
comp139938_c3	GO:0000155,GO:0000160,GO:0005524,GO:0005622,GO:0005886,GO:0006351,GO:0006355,GO:0006468,GO:0009927,GO:0016021,GO:0023014,GO:0042542,GO:0046777,GO:0071310
comp139939_c1	GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0046872,GO:0048235
comp139942_c0	GO:0052689
comp139942_c1	GO:0052689
comp139946_c0	GO:0005737,GO:0005975,GO:0008184,GO:0030170
comp139947_c0	GO:0003964,GO:0046872
comp139952_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp139953_c0	GO:0000150,GO:0000724,GO:0003690,GO:0003697,GO:0005524,GO:0005634,GO:0008094,GO:1990426
comp139956_c0	GO:0000155,GO:0004674,GO:0005524,GO:0005622,GO:0005886,GO:0006351,GO:0006355,GO:0009584,GO:0009881,GO:0018298
comp139958_c0	GO:0005634,GO:0005737,GO:0005783,GO:0009816,GO:0016021,GO:0031348,GO:0032947,GO:0042742,GO:0043231,GO:0045892,GO:0048471
comp139959_c0	GO:0003677,GO:0003700,GO:0003712,GO:0005634,GO:0006351,GO:0006355,GO:0008270,GO:0009416,GO:0080167
comp139960_c2	GO:0003677,GO:0004519,GO:0004527,GO:0005654,GO:0005730,GO:0005739,GO:0006260,GO:0006281,GO:0046872
comp139963_c0	GO:0005096,GO:0005737,GO:0005739,GO:0043087,GO:0043547,GO:0070062
comp139964_c0	GO:0003677,GO:0006351,GO:0006355
comp139966_c0	GO:0004857,GO:0031398,GO:0032436,GO:0043086
comp139973_c0	GO:0005460,GO:0005886,GO:0005887,GO:0010044,GO:0012506,GO:0015075,GO:0015786,GO:0034220
comp139974_c0	GO:0003677,GO:0004824,GO:0005524,GO:0005739,GO:0006430,GO:0009507,GO:0046872,GO:0048481
comp139976_c0	GO:0004784,GO:0009295,GO:0009411,GO:0009507,GO:0009534,GO:0009579,GO:0019430,GO:0042644,GO:0046872,GO:0055114
comp139979_c0	GO:0002238,GO:0004842,GO:0005886,GO:0006952,GO:0008270,GO:0009617,GO:0010200,GO:0012501,GO:0016021,GO:0016567,GO:0016874,GO:0043068,GO:0051865
comp139980_c1	GO:0009733,GO:0009734,GO:0010087,GO:0010305
comp139981_c2	GO:0005507,GO:0009809,GO:0016722,GO:0046274,GO:0048046,GO:0052716
comp139985_c0	GO:0005507,GO:0005524,GO:0005887,GO:0010273,GO:0035434,GO:0043231,GO:0043682,GO:0046688
comp139985_c1	GO:0005507,GO:0005524,GO:0005887,GO:0010273,GO:0035434,GO:0043231,GO:0043682,GO:0046688
comp139996_c0	GO:0003846,GO:0004622,GO:0005886,GO:0006629,GO:0006979,GO:0009506,GO:0009809,GO:0010043,GO:0016787,GO:0042542,GO:0046686,GO:0090430
comp139998_c0	GO:0006869,GO:0008289,GO:0031225,GO:0046658
comp139998_c1	GO:0003735,GO:0005840,GO:0006412,GO:0009507,GO:0009535,GO:0009579,GO:0019843
comp139999_c0	GO:0005524,GO:0005634,GO:0005730,GO:0005829,GO:0009507,GO:0009908,GO:0030154,GO:0043141,GO:0048507,GO:2000072
comp140000_c0	GO:0016491
comp140001_c1	GO:0005829,GO:0008460,GO:0009506,GO:0010253,GO:0010280,GO:0010315,GO:0016491,GO:0016853,GO:0030154,GO:0042127,GO:0050377,GO:0051555,GO:0071555
comp140003_c1	GO:0005096
comp140006_c0	GO:0005773,GO:0005886,GO:0005975,GO:0006952,GO:0009505,GO:0009506,GO:0031225,GO:0042973,GO:0046658
comp140007_c0	GO:0004588,GO:0004590,GO:0005829,GO:0006207,GO:0016036,GO:0044205,GO:0046686
comp140014_c1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0015074
comp140017_c0	GO:0004477,GO:0004488,GO:0005739,GO:0009396,GO:0009853,GO:0035999
comp140018_c0	GO:0005524,GO:0008887,GO:0009507,GO:0009570,GO:0009853,GO:0009854,GO:0009941
comp140020_c0	GO:0000166,GO:0005737,GO:0008253,GO:0046872
comp140021_c1	GO:0004013,GO:0006730
comp140021_c3	GO:0004013,GO:0006730
comp140022_c0	GO:0003756,GO:0005783,GO:0005789,GO:0016671
comp140023_c0	GO:0003677,GO:0003723,GO:0004519,GO:0005524,GO:0005634,GO:0006281,GO:0006282,GO:0016301,GO:0016568,GO:0016887,GO:0031047,GO:0031935,GO:0090305
comp140024_c0	GO:0005576,GO:0005618,GO:0009664,GO:0016020
comp140027_c1	GO:0005739,GO:0010182,GO:0080156
comp140027_c8	GO:0005739,GO:0009451,GO:0010182,GO:0080156
comp140027_c9	GO:0005739,GO:0080156
comp140029_c1	GO:0005886,GO:0006950,GO:0016208
comp140032_c1	GO:0016021,GO:0055085
comp140033_c0	GO:0005975,GO:0008378,GO:0008422,GO:0009409,GO:0009507,GO:0009536,GO:0009707,GO:0009941,GO:0050826,GO:0080079
comp140037_c0	GO:0000502,GO:0005524,GO:0005618,GO:0005730,GO:0005737,GO:0005886,GO:0009506,GO:0016020,GO:0016787,GO:0030163
comp140039_c1	GO:0000156,GO:0000160,GO:0005634,GO:0005737,GO:0006351,GO:0006355,GO:0007623,GO:0009735,GO:0009736,GO:0010114,GO:0010161
comp140040_c0	GO:0005739,GO:0016787
comp140041_c0	GO:0000293,GO:0005886,GO:0006811,GO:0009416,GO:0016021,GO:0046872
comp140046_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp140047_c0	GO:0008643,GO:0009507,GO:0009941,GO:0016021,GO:0022891,GO:0031969
comp140048_c1	GO:0005634,GO:0030018,GO:0048471
comp140051_c0	GO:0016491
comp140052_c0	GO:0000166,GO:0003723,GO:0005654,GO:0005730,GO:0051028
comp140053_c0	GO:0004722,GO:0005634,GO:0005829,GO:0046872,GO:0050688
comp140054_c0	GO:0004497,GO:0005506,GO:0016705,GO:0020037
comp140055_c0	GO:0000421,GO:0005874,GO:0006914,GO:0006995,GO:0015031,GO:0033110
comp140056_c0	GO:0000775,GO:0003677,GO:0005634,GO:0005694,GO:0008270,GO:0018024,GO:0040029,GO:0042054
comp140057_c2	GO:0005739
comp140060_c0	GO:0000166,GO:0003723,GO:0005634,GO:0005829,GO:0006417,GO:0016032,GO:0046686
comp140063_c2	GO:0004197,GO:0005615,GO:0005634,GO:0005764,GO:0005773,GO:0006970,GO:0009651,GO:0042742,GO:0051603
comp140067_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0015074
comp140069_c0	GO:0005634,GO:0005829,GO:0016491
comp140073_c1	GO:0016853,GO:0042351,GO:0050577,GO:0050662
comp140078_c0	GO:0004190,GO:0005576
comp140080_c1	GO:0000287,GO:0004449,GO:0005524,GO:0005739,GO:0006099,GO:0006102,GO:0008270,GO:0009507,GO:0051287
comp140085_c2	GO:0003964,GO:0006310,GO:0009036,GO:0032197,GO:0032199,GO:0046872,GO:0090305
comp140086_c0	GO:0004807,GO:0005737,GO:0006094,GO:0006096,GO:0006098
comp140087_c0	GO:0003723,GO:0005634,GO:0005737,GO:0006351,GO:0006355,GO:0009911
comp140089_c0	GO:0000139,GO:0005783,GO:0005789,GO:0005794,GO:0009723,GO:0010105,GO:0016021
comp140091_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0006952,GO:0042803,GO:0045892,GO:0050777,GO:0071219
comp140092_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp140095_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351
comp140105_c1	GO:0000160,GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009736
comp140109_c0	GO:0000096,GO:0006546,GO:0006636,GO:0006733,GO:0006766,GO:0008652,GO:0009072,GO:0009106,GO:0009108,GO:0009117,GO:0009416,GO:0009570,GO:0009695,GO:0015995,GO:0016117,GO:0019216,GO:0019288,GO:0019748,GO:0031408,GO:0044272,GO:0050518
comp140110_c6	GO:0006066,GO:0009409,GO:0016021,GO:0046577,GO:0050660,GO:0055114
comp140113_c0	GO:0004722,GO:0046872
comp140114_c1	GO:0005783,GO:0005789,GO:0006666,GO:0016020,GO:0016021,GO:0030148,GO:0047560
comp140114_c2	GO:0005886,GO:0009624,GO:0015173,GO:0015175,GO:0015801,GO:0015804,GO:0016020,GO:0016021
comp140116_c0	GO:0000278,GO:0000775,GO:0022008,GO:0030289
comp140119_c4	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp140125_c0	GO:0005737,GO:0016279,GO:0018023
comp140127_c0	GO:0005524,GO:0009507,GO:0042026
comp140130_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0007275,GO:0009873,GO:0009908,GO:0010492,GO:0030154,GO:0042127
comp140131_c0	GO:0005739
comp140132_c0	GO:0005739
comp140133_c1	GO:0003872,GO:0005524,GO:0006002,GO:0006096,GO:0009507,GO:0046872,GO:0061615
comp140134_c0	GO:0009507,GO:0009611,GO:0010193,GO:0010224
comp140136_c0	GO:0003989,GO:0005524,GO:0006633,GO:0009317,GO:0009507,GO:0009536,GO:0009570,GO:0009706,GO:0009941,GO:0016020,GO:2001295
comp140137_c0	GO:0004674,GO:0005524
comp140149_c0	GO:0005509,GO:0005737
comp140149_c1	GO:0005509
comp140151_c0	GO:0005525,GO:0005622,GO:0005886,GO:0007264,GO:0015031
comp140153_c1	GO:0000122,GO:0003677,GO:0003714,GO:0005634,GO:0006351
comp140154_c0	GO:0000786,GO:0003677,GO:0004003,GO:0005524,GO:0005634,GO:0006344,GO:0006346,GO:0006349,GO:0006351,GO:0009294,GO:0016887,GO:0032197,GO:0032508,GO:0044030,GO:0051574,GO:0090241
comp140156_c1	GO:0003700,GO:0005634,GO:0006351,GO:0043565
comp140157_c1	GO:0000287,GO:0003924,GO:0005525,GO:0005737,GO:0006541,GO:0016740
comp140160_c1	GO:0000813,GO:0005769,GO:0005770,GO:0006464,GO:0010091,GO:0015031,GO:0043130,GO:0043234,GO:0051301
comp140161_c1	GO:0000326,GO:0005783,GO:0005789,GO:0005886,GO:0006623,GO:0016021,GO:0032586
comp140162_c0	GO:0004672,GO:0005524,GO:0005886,GO:0008061,GO:0016021,GO:0045087,GO:0071219,GO:0071323
comp140163_c0	GO:0004103,GO:0005524
comp140163_c1	GO:0004103,GO:0005524
comp140166_c0	GO:0005635,GO:0005643,GO:0005829,GO:0015031,GO:0051028,GO:0080008
comp140166_c1	GO:0005635,GO:0005643,GO:0005829,GO:0015031,GO:0051028,GO:0080008
comp140167_c1	GO:0003924,GO:0005525,GO:0005634,GO:0006886,GO:0006913,GO:0007264
comp140169_c0	GO:0004707,GO:0005524,GO:0005622
comp140169_c3	GO:0000165,GO:0004707,GO:0005524,GO:0005773,GO:0005886
comp140171_c0	GO:0005739
comp140173_c0	GO:0008612,GO:0009553,GO:0034038,GO:0050983
comp140175_c2	GO:0003676,GO:0004190,GO:0005524,GO:0008270,GO:0015074
comp140178_c0	GO:0000278,GO:0000811,GO:0001833,GO:0005634,GO:0005654,GO:0005737,GO:0006260,GO:0006271,GO:0032508,GO:0043138,GO:1902983
comp140180_c0	GO:0005576,GO:0030570,GO:0045490,GO:0046872
comp140181_c1	GO:0003697,GO:0005739,GO:0006260
comp140183_c2	GO:0004197,GO:0005615,GO:0005618,GO:0005764,GO:0005886,GO:0010623,GO:0051603
comp140184_c1	GO:0003735,GO:0005840,GO:0006412
comp140184_c2	GO:0003735,GO:0005840,GO:0006412
comp140194_c0	GO:0005618,GO:0005634,GO:0005730,GO:0005819,GO:0005874,GO:0007067,GO:0008017,GO:0009524,GO:0009652,GO:0030865,GO:0051301
comp140195_c0	GO:0004602,GO:0006979,GO:0009507,GO:0080167
comp140199_c0	GO:0000149,GO:0000325,GO:0005773,GO:0006886,GO:0006906,GO:0009660,GO:0009705,GO:0009959,GO:0010118,GO:0016021,GO:0031201,GO:0031902,GO:0048278
comp140200_c1	GO:0009523,GO:0009535,GO:0009772,GO:0016021,GO:0016168,GO:0018298,GO:0045156,GO:0046872
comp140200_c2	GO:0000287,GO:0009055,GO:0009522,GO:0009535,GO:0015979,GO:0016021,GO:0016168,GO:0016491,GO:0018298,GO:0051539
comp140201_c0	GO:0005634,GO:0005737,GO:0006886
comp140203_c0	GO:0005509,GO:0009507,GO:0009535,GO:0009543,GO:0009579,GO:0009654,GO:0015979,GO:0019898,GO:0031977
comp140205_c0	GO:0006914,GO:0006995,GO:0016021,GO:0016874,GO:0042742,GO:0043482,GO:0050832,GO:0090549,GO:2000786
comp140208_c1	GO:0016491,GO:0046872
comp140208_c3	GO:0016491,GO:0046872
comp140213_c1	GO:0005739,GO:0010182,GO:0080156
comp140213_c2	GO:0005739
comp140215_c1	GO:0003857,GO:0004303,GO:0005740,GO:0005759,GO:0005886,GO:0006633,GO:0006703,GO:0008209,GO:0016491,GO:0017000,GO:0047035
comp140218_c0	GO:0003677,GO:0005634,GO:0005694,GO:0006260,GO:0006281,GO:0006351,GO:0006355
comp140221_c0	GO:0016021
comp140223_c0	GO:0005242,GO:0016021
comp140225_c1	GO:0004601,GO:0005576,GO:0006979,GO:0020037,GO:0042744,GO:0046872
comp140226_c0	GO:0000166,GO:0003723,GO:0005634,GO:0006351,GO:0006355,GO:0008270
comp140227_c3	GO:0005773,GO:0005783,GO:0009058,GO:0009555,GO:0010584,GO:0016020,GO:0016788
comp140233_c4	GO:0005524,GO:0005829,GO:0005886,GO:0006457,GO:0009506
comp140233_c5	GO:0005524,GO:0005829,GO:0005886,GO:0006457,GO:0009506
comp140237_c0	GO:0004365,GO:0005975,GO:0006006,GO:0006096,GO:0009536,GO:0009570,GO:0050661,GO:0051287,GO:0080022,GO:0080144
comp140241_c0	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
comp140241_c2	GO:0008380,GO:0009507,GO:1900865
comp140242_c0	GO:0003723,GO:0007275
comp140243_c3	GO:0006511,GO:0008234,GO:0008270,GO:0016579,GO:0036459
comp140244_c1	GO:0005634,GO:0009507,GO:0009536,GO:0009570
comp140249_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp140249_c1	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp140257_c1	GO:0006633,GO:0006636,GO:0009409,GO:0009507,GO:0009706,GO:0009941,GO:0016021,GO:0016717,GO:0042170
comp140258_c1	GO:0000963,GO:0005739,GO:0009507,GO:0016554,GO:0080156
comp140258_c4	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
comp140261_c2	GO:0005634
comp140264_c0	GO:0004612,GO:0005524,GO:0005634,GO:0005730,GO:0005829,GO:0006094,GO:0009817,GO:0016020,GO:0016036,GO:0046686
comp140264_c2	GO:0004612,GO:0005524,GO:0005634,GO:0005730,GO:0005829,GO:0006094,GO:0009817,GO:0016020,GO:0016036,GO:0046686
comp140265_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0015074
